,img,label
8090,F:\DataSet\LEVIR\imageWithLabel\train\11535.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11535.txt
8091,F:\DataSet\LEVIR\imageWithLabel\train\11537.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11537.txt
8092,F:\DataSet\LEVIR\imageWithLabel\train\11539.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11539.txt
8093,F:\DataSet\LEVIR\imageWithLabel\train\11540.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11540.txt
8094,F:\DataSet\LEVIR\imageWithLabel\train\11541.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11541.txt
8095,F:\DataSet\LEVIR\imageWithLabel\train\11542.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11542.txt
8096,F:\DataSet\LEVIR\imageWithLabel\train\11543.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11543.txt
8097,F:\DataSet\LEVIR\imageWithLabel\train\11544.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11544.txt
8098,F:\DataSet\LEVIR\imageWithLabel\train\11545.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11545.txt
8099,F:\DataSet\LEVIR\imageWithLabel\train\11547.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11547.txt
8100,F:\DataSet\LEVIR\imageWithLabel\train\11548.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11548.txt
8101,F:\DataSet\LEVIR\imageWithLabel\train\11549.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11549.txt
8102,F:\DataSet\LEVIR\imageWithLabel\train\11552.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11552.txt
8103,F:\DataSet\LEVIR\imageWithLabel\train\11553.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11553.txt
8104,F:\DataSet\LEVIR\imageWithLabel\train\11555.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11555.txt
8105,F:\DataSet\LEVIR\imageWithLabel\train\11556.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11556.txt
8106,F:\DataSet\LEVIR\imageWithLabel\train\11557.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11557.txt
8107,F:\DataSet\LEVIR\imageWithLabel\train\11558.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11558.txt
8108,F:\DataSet\LEVIR\imageWithLabel\train\11559.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11559.txt
8109,F:\DataSet\LEVIR\imageWithLabel\train\11560.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11560.txt
8110,F:\DataSet\LEVIR\imageWithLabel\train\11561.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11561.txt
8111,F:\DataSet\LEVIR\imageWithLabel\train\11562.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11562.txt
8112,F:\DataSet\LEVIR\imageWithLabel\train\11563.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11563.txt
8113,F:\DataSet\LEVIR\imageWithLabel\train\11568.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11568.txt
8114,F:\DataSet\LEVIR\imageWithLabel\train\11570.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11570.txt
8115,F:\DataSet\LEVIR\imageWithLabel\train\11571.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11571.txt
8116,F:\DataSet\LEVIR\imageWithLabel\train\11572.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11572.txt
8117,F:\DataSet\LEVIR\imageWithLabel\train\11573.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11573.txt
8118,F:\DataSet\LEVIR\imageWithLabel\train\11576.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11576.txt
8119,F:\DataSet\LEVIR\imageWithLabel\train\11577.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11577.txt
8120,F:\DataSet\LEVIR\imageWithLabel\train\11578.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11578.txt
8121,F:\DataSet\LEVIR\imageWithLabel\train\11579.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11579.txt
8122,F:\DataSet\LEVIR\imageWithLabel\train\11580.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11580.txt
8123,F:\DataSet\LEVIR\imageWithLabel\train\11581.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11581.txt
8124,F:\DataSet\LEVIR\imageWithLabel\train\11582.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11582.txt
8125,F:\DataSet\LEVIR\imageWithLabel\train\11583.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11583.txt
8126,F:\DataSet\LEVIR\imageWithLabel\train\11584.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11584.txt
8127,F:\DataSet\LEVIR\imageWithLabel\train\11585.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11585.txt
8128,F:\DataSet\LEVIR\imageWithLabel\train\11586.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11586.txt
8129,F:\DataSet\LEVIR\imageWithLabel\train\11587.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11587.txt
8130,F:\DataSet\LEVIR\imageWithLabel\train\11588.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11588.txt
8131,F:\DataSet\LEVIR\imageWithLabel\train\11589.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11589.txt
8132,F:\DataSet\LEVIR\imageWithLabel\train\11591.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11591.txt
8133,F:\DataSet\LEVIR\imageWithLabel\train\11592.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11592.txt
8134,F:\DataSet\LEVIR\imageWithLabel\train\11593.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11593.txt
8135,F:\DataSet\LEVIR\imageWithLabel\train\11595.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11595.txt
8136,F:\DataSet\LEVIR\imageWithLabel\train\11597.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11597.txt
8137,F:\DataSet\LEVIR\imageWithLabel\train\11600.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11600.txt
8138,F:\DataSet\LEVIR\imageWithLabel\train\11601.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11601.txt
8139,F:\DataSet\LEVIR\imageWithLabel\train\11602.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11602.txt
8140,F:\DataSet\LEVIR\imageWithLabel\train\11603.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11603.txt
8141,F:\DataSet\LEVIR\imageWithLabel\train\11604.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11604.txt
8142,F:\DataSet\LEVIR\imageWithLabel\train\11605.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11605.txt
8143,F:\DataSet\LEVIR\imageWithLabel\train\11606.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11606.txt
8144,F:\DataSet\LEVIR\imageWithLabel\train\11607.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11607.txt
8145,F:\DataSet\LEVIR\imageWithLabel\train\11608.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11608.txt
8146,F:\DataSet\LEVIR\imageWithLabel\train\11609.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11609.txt
8147,F:\DataSet\LEVIR\imageWithLabel\train\11610.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11610.txt
8148,F:\DataSet\LEVIR\imageWithLabel\train\11611.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11611.txt
8149,F:\DataSet\LEVIR\imageWithLabel\train\11613.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11613.txt
8150,F:\DataSet\LEVIR\imageWithLabel\train\11614.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11614.txt
8151,F:\DataSet\LEVIR\imageWithLabel\train\11615.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11615.txt
8152,F:\DataSet\LEVIR\imageWithLabel\train\11621.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11621.txt
8153,F:\DataSet\LEVIR\imageWithLabel\train\11622.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11622.txt
8154,F:\DataSet\LEVIR\imageWithLabel\train\11623.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11623.txt
8155,F:\DataSet\LEVIR\imageWithLabel\train\11624.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11624.txt
8156,F:\DataSet\LEVIR\imageWithLabel\train\11625.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11625.txt
8157,F:\DataSet\LEVIR\imageWithLabel\train\11626.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11626.txt
8158,F:\DataSet\LEVIR\imageWithLabel\train\11627.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11627.txt
8159,F:\DataSet\LEVIR\imageWithLabel\train\11628.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11628.txt
8160,F:\DataSet\LEVIR\imageWithLabel\train\11631.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11631.txt
8161,F:\DataSet\LEVIR\imageWithLabel\train\11636.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11636.txt
8162,F:\DataSet\LEVIR\imageWithLabel\train\11638.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11638.txt
8163,F:\DataSet\LEVIR\imageWithLabel\train\11639.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11639.txt
8164,F:\DataSet\LEVIR\imageWithLabel\train\11640.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11640.txt
8165,F:\DataSet\LEVIR\imageWithLabel\train\11642.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11642.txt
8166,F:\DataSet\LEVIR\imageWithLabel\train\11643.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11643.txt
8167,F:\DataSet\LEVIR\imageWithLabel\train\11646.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11646.txt
8168,F:\DataSet\LEVIR\imageWithLabel\train\11649.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11649.txt
8169,F:\DataSet\LEVIR\imageWithLabel\train\11650.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11650.txt
8170,F:\DataSet\LEVIR\imageWithLabel\train\11651.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11651.txt
8171,F:\DataSet\LEVIR\imageWithLabel\train\11652.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11652.txt
8172,F:\DataSet\LEVIR\imageWithLabel\train\11653.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11653.txt
8173,F:\DataSet\LEVIR\imageWithLabel\train\11654.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11654.txt
8174,F:\DataSet\LEVIR\imageWithLabel\train\11655.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11655.txt
8175,F:\DataSet\LEVIR\imageWithLabel\train\11656.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11656.txt
8176,F:\DataSet\LEVIR\imageWithLabel\train\11658.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11658.txt
8177,F:\DataSet\LEVIR\imageWithLabel\train\11660.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11660.txt
8178,F:\DataSet\LEVIR\imageWithLabel\train\11661.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11661.txt
8179,F:\DataSet\LEVIR\imageWithLabel\train\11663.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11663.txt
8180,F:\DataSet\LEVIR\imageWithLabel\train\11666.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11666.txt
8181,F:\DataSet\LEVIR\imageWithLabel\train\11667.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11667.txt
8182,F:\DataSet\LEVIR\imageWithLabel\train\11668.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11668.txt
8183,F:\DataSet\LEVIR\imageWithLabel\train\11669.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11669.txt
8184,F:\DataSet\LEVIR\imageWithLabel\train\11670.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11670.txt
8185,F:\DataSet\LEVIR\imageWithLabel\train\11671.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11671.txt
8186,F:\DataSet\LEVIR\imageWithLabel\train\11672.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11672.txt
8187,F:\DataSet\LEVIR\imageWithLabel\train\11673.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11673.txt
8188,F:\DataSet\LEVIR\imageWithLabel\train\11675.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11675.txt
8189,F:\DataSet\LEVIR\imageWithLabel\train\11677.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11677.txt
8190,F:\DataSet\LEVIR\imageWithLabel\train\11679.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11679.txt
8191,F:\DataSet\LEVIR\imageWithLabel\train\11681.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11681.txt
8192,F:\DataSet\LEVIR\imageWithLabel\train\11682.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11682.txt
8193,F:\DataSet\LEVIR\imageWithLabel\train\11683.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11683.txt
8194,F:\DataSet\LEVIR\imageWithLabel\train\11684.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11684.txt
8195,F:\DataSet\LEVIR\imageWithLabel\train\11686.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11686.txt
8196,F:\DataSet\LEVIR\imageWithLabel\train\11688.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11688.txt
8197,F:\DataSet\LEVIR\imageWithLabel\train\11689.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11689.txt
8198,F:\DataSet\LEVIR\imageWithLabel\train\11690.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11690.txt
8199,F:\DataSet\LEVIR\imageWithLabel\train\11693.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11693.txt
8200,F:\DataSet\LEVIR\imageWithLabel\train\11694.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11694.txt
8201,F:\DataSet\LEVIR\imageWithLabel\train\11696.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11696.txt
8202,F:\DataSet\LEVIR\imageWithLabel\train\11697.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11697.txt
8203,F:\DataSet\LEVIR\imageWithLabel\train\11700.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11700.txt
8204,F:\DataSet\LEVIR\imageWithLabel\train\11702.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11702.txt
8205,F:\DataSet\LEVIR\imageWithLabel\train\11703.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11703.txt
8206,F:\DataSet\LEVIR\imageWithLabel\train\11704.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11704.txt
8207,F:\DataSet\LEVIR\imageWithLabel\train\11705.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11705.txt
8208,F:\DataSet\LEVIR\imageWithLabel\train\11707.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11707.txt
8209,F:\DataSet\LEVIR\imageWithLabel\train\11708.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11708.txt
8210,F:\DataSet\LEVIR\imageWithLabel\train\11709.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11709.txt
8211,F:\DataSet\LEVIR\imageWithLabel\train\11710.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11710.txt
8212,F:\DataSet\LEVIR\imageWithLabel\train\11712.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11712.txt
8213,F:\DataSet\LEVIR\imageWithLabel\train\11716.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11716.txt
8214,F:\DataSet\LEVIR\imageWithLabel\train\11718.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11718.txt
8215,F:\DataSet\LEVIR\imageWithLabel\train\11719.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11719.txt
8216,F:\DataSet\LEVIR\imageWithLabel\train\11720.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11720.txt
8217,F:\DataSet\LEVIR\imageWithLabel\train\11725.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11725.txt
8218,F:\DataSet\LEVIR\imageWithLabel\train\11726.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11726.txt
8219,F:\DataSet\LEVIR\imageWithLabel\train\11728.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11728.txt
8220,F:\DataSet\LEVIR\imageWithLabel\train\11730.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11730.txt
8221,F:\DataSet\LEVIR\imageWithLabel\train\11732.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11732.txt
8222,F:\DataSet\LEVIR\imageWithLabel\train\11733.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11733.txt
8223,F:\DataSet\LEVIR\imageWithLabel\train\11734.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11734.txt
8224,F:\DataSet\LEVIR\imageWithLabel\train\11737.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11737.txt
8225,F:\DataSet\LEVIR\imageWithLabel\train\11739.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11739.txt
8226,F:\DataSet\LEVIR\imageWithLabel\train\11740.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11740.txt
8227,F:\DataSet\LEVIR\imageWithLabel\train\11741.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11741.txt
8228,F:\DataSet\LEVIR\imageWithLabel\train\11742.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11742.txt
8229,F:\DataSet\LEVIR\imageWithLabel\train\11744.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11744.txt
8230,F:\DataSet\LEVIR\imageWithLabel\train\11745.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11745.txt
8231,F:\DataSet\LEVIR\imageWithLabel\train\11746.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11746.txt
8232,F:\DataSet\LEVIR\imageWithLabel\train\11747.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11747.txt
8233,F:\DataSet\LEVIR\imageWithLabel\train\11748.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11748.txt
8234,F:\DataSet\LEVIR\imageWithLabel\train\11750.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11750.txt
8235,F:\DataSet\LEVIR\imageWithLabel\train\11754.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11754.txt
8236,F:\DataSet\LEVIR\imageWithLabel\train\11755.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11755.txt
8237,F:\DataSet\LEVIR\imageWithLabel\train\11756.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11756.txt
8238,F:\DataSet\LEVIR\imageWithLabel\train\11757.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11757.txt
8239,F:\DataSet\LEVIR\imageWithLabel\train\11761.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11761.txt
8240,F:\DataSet\LEVIR\imageWithLabel\train\11762.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11762.txt
8241,F:\DataSet\LEVIR\imageWithLabel\train\11764.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11764.txt
8242,F:\DataSet\LEVIR\imageWithLabel\train\11765.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11765.txt
8243,F:\DataSet\LEVIR\imageWithLabel\train\11766.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11766.txt
8244,F:\DataSet\LEVIR\imageWithLabel\train\11767.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11767.txt
8245,F:\DataSet\LEVIR\imageWithLabel\train\11768.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11768.txt
8246,F:\DataSet\LEVIR\imageWithLabel\train\11769.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11769.txt
8247,F:\DataSet\LEVIR\imageWithLabel\train\11770.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11770.txt
8248,F:\DataSet\LEVIR\imageWithLabel\train\11771.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11771.txt
8249,F:\DataSet\LEVIR\imageWithLabel\train\11772.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11772.txt
8250,F:\DataSet\LEVIR\imageWithLabel\train\11773.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11773.txt
8251,F:\DataSet\LEVIR\imageWithLabel\train\11774.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11774.txt
8252,F:\DataSet\LEVIR\imageWithLabel\train\11776.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11776.txt
8253,F:\DataSet\LEVIR\imageWithLabel\train\11778.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11778.txt
8254,F:\DataSet\LEVIR\imageWithLabel\train\11779.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11779.txt
8255,F:\DataSet\LEVIR\imageWithLabel\train\11780.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11780.txt
8256,F:\DataSet\LEVIR\imageWithLabel\train\11781.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11781.txt
8257,F:\DataSet\LEVIR\imageWithLabel\train\11783.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11783.txt
8258,F:\DataSet\LEVIR\imageWithLabel\train\11784.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11784.txt
8259,F:\DataSet\LEVIR\imageWithLabel\train\11785.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11785.txt
8260,F:\DataSet\LEVIR\imageWithLabel\train\11786.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11786.txt
8261,F:\DataSet\LEVIR\imageWithLabel\train\11787.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11787.txt
8262,F:\DataSet\LEVIR\imageWithLabel\train\11788.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11788.txt
8263,F:\DataSet\LEVIR\imageWithLabel\train\11791.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11791.txt
8264,F:\DataSet\LEVIR\imageWithLabel\train\11792.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11792.txt
8265,F:\DataSet\LEVIR\imageWithLabel\train\11794.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11794.txt
8266,F:\DataSet\LEVIR\imageWithLabel\train\11795.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11795.txt
8267,F:\DataSet\LEVIR\imageWithLabel\train\11796.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11796.txt
8268,F:\DataSet\LEVIR\imageWithLabel\train\11797.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11797.txt
8269,F:\DataSet\LEVIR\imageWithLabel\train\11798.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11798.txt
8270,F:\DataSet\LEVIR\imageWithLabel\train\11799.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11799.txt
8271,F:\DataSet\LEVIR\imageWithLabel\train\11801.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11801.txt
8272,F:\DataSet\LEVIR\imageWithLabel\train\11803.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11803.txt
8273,F:\DataSet\LEVIR\imageWithLabel\train\11804.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11804.txt
8274,F:\DataSet\LEVIR\imageWithLabel\train\11806.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11806.txt
8275,F:\DataSet\LEVIR\imageWithLabel\train\11807.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11807.txt
8276,F:\DataSet\LEVIR\imageWithLabel\train\11808.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11808.txt
8277,F:\DataSet\LEVIR\imageWithLabel\train\11809.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11809.txt
8278,F:\DataSet\LEVIR\imageWithLabel\train\11810.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11810.txt
8279,F:\DataSet\LEVIR\imageWithLabel\train\11811.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11811.txt
8280,F:\DataSet\LEVIR\imageWithLabel\train\11812.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11812.txt
8281,F:\DataSet\LEVIR\imageWithLabel\train\11813.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11813.txt
8282,F:\DataSet\LEVIR\imageWithLabel\train\11814.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11814.txt
8283,F:\DataSet\LEVIR\imageWithLabel\train\11816.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11816.txt
8284,F:\DataSet\LEVIR\imageWithLabel\train\11818.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11818.txt
8285,F:\DataSet\LEVIR\imageWithLabel\train\11819.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11819.txt
8286,F:\DataSet\LEVIR\imageWithLabel\train\11821.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11821.txt
8287,F:\DataSet\LEVIR\imageWithLabel\train\11822.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11822.txt
8288,F:\DataSet\LEVIR\imageWithLabel\train\11823.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11823.txt
8289,F:\DataSet\LEVIR\imageWithLabel\train\11824.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11824.txt
8290,F:\DataSet\LEVIR\imageWithLabel\train\11826.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11826.txt
8291,F:\DataSet\LEVIR\imageWithLabel\train\11827.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11827.txt
8292,F:\DataSet\LEVIR\imageWithLabel\train\11828.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11828.txt
8293,F:\DataSet\LEVIR\imageWithLabel\train\11831.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11831.txt
8294,F:\DataSet\LEVIR\imageWithLabel\train\11832.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11832.txt
8295,F:\DataSet\LEVIR\imageWithLabel\train\11833.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11833.txt
8296,F:\DataSet\LEVIR\imageWithLabel\train\11835.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11835.txt
8297,F:\DataSet\LEVIR\imageWithLabel\train\11836.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11836.txt
8298,F:\DataSet\LEVIR\imageWithLabel\train\11837.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11837.txt
8299,F:\DataSet\LEVIR\imageWithLabel\train\11838.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11838.txt
8300,F:\DataSet\LEVIR\imageWithLabel\train\11839.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11839.txt
8301,F:\DataSet\LEVIR\imageWithLabel\train\11840.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11840.txt
8302,F:\DataSet\LEVIR\imageWithLabel\train\11841.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11841.txt
8303,F:\DataSet\LEVIR\imageWithLabel\train\11842.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11842.txt
8304,F:\DataSet\LEVIR\imageWithLabel\train\11843.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11843.txt
8305,F:\DataSet\LEVIR\imageWithLabel\train\11845.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11845.txt
8306,F:\DataSet\LEVIR\imageWithLabel\train\11846.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11846.txt
8307,F:\DataSet\LEVIR\imageWithLabel\train\11848.jpg,F:\DataSet\LEVIR\imageWithLabel\train\11848.txt
