,img,label
2341,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\706_ZY302_20180427.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\706_ZY302_20180427.txt
2342,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1B_20190704.txt
2343,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1C_20190701.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1C_20190701.txt
2344,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1D_20190906.txt
2345,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1_20191031.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF1_20191031.txt
2346,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF2_20180623.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_GF2_20180623.txt
2347,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\707_ZY302_20191015.txt
2348,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1B_20190528.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1B_20190528.txt
2349,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1C_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1C_20190925.txt
2350,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1D_20190906.txt
2351,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1_20191031.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF1_20191031.txt
2352,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF2_20190821.txt
2353,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF6_20190603.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_GF6_20190603.txt
2354,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\710_ZY302_20191015.txt
2355,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1B_20190430.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1B_20190430.txt
2356,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1C_20190415.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1C_20190415.txt
2357,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1D_20191111.txt
2358,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1_20180908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF1_20180908.txt
2359,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF2_20180624.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF2_20180624.txt
2360,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_GF6_20191021.txt
2361,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_ZY302_20190317.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\712_ZY302_20190317.txt
2362,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1B_20190430.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1B_20190430.txt
2363,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1C_20190415.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1C_20190415.txt
2364,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1D_20191111.txt
2365,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1_20190614.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF1_20190614.txt
2366,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF2_20190915.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF2_20190915.txt
2367,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF6_20190731.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_GF6_20190731.txt
2368,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\713_ZY302_20190703.txt
2369,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1B_20190916.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1B_20190916.txt
2370,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1C_20190305.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1C_20190305.txt
2371,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1D_20181120.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1D_20181120.txt
2372,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1_20190908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF1_20190908.txt
2373,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF2_20191113.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_GF2_20191113.txt
2374,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_ZY302_20180921.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\717_ZY302_20180921.txt
2375,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1C_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1C_20190925.txt
2376,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1D_20190906.txt
2377,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1_20191002.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF1_20191002.txt
2378,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF2_20190929.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF2_20190929.txt
2379,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF6_20190603.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_GF6_20190603.txt
2380,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_ZY302_20180502.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\723_ZY302_20180502.txt
2381,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1B_20181007.txt
2382,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1C_20190730.txt
2383,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1D_20190902.txt
2384,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF1_20190928.txt
2385,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF2_20190831.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF2_20190831.txt
2386,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_GF6_20190926.txt
2387,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\726_ZY302_20191005.txt
2388,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1B_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1B_20190924.txt
2389,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1C_20190921.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1C_20190921.txt
2390,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1D_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1D_20191005.txt
2391,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1_20190227.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF1_20190227.txt
2392,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF2_20190116.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF2_20190116.txt
2393,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF6_20190628.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_GF6_20190628.txt
2394,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_ZY302_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\728_ZY302_20190925.txt
2395,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1B_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1B_20190924.txt
2396,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1C_20190921.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1C_20190921.txt
2397,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1D_20191115.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1D_20191115.txt
2398,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1_20190916.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF1_20190916.txt
2399,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF2_20180905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF2_20180905.txt
2400,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF6_20190922.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_GF6_20190922.txt
2401,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_ZY302_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\729_ZY302_20190925.txt
2402,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1B_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1B_20191112.txt
2403,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1C_20190730.txt
2404,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1D_20190902.txt
2405,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF1_20190924.txt
2406,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF2_20190529.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF2_20190529.txt
2407,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_GF6_20190926.txt
2408,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\731_ZY302_20191005.txt
2409,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1B_20190704.txt
2410,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1C_20190701.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1C_20190701.txt
2411,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1D_20190906.txt
2412,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1_20191031.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF1_20191031.txt
2413,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_GF2_20190821.txt
2414,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\740_ZY302_20191015.txt
2415,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1B_20190430.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1B_20190430.txt
2416,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1C_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1C_20190326.txt
2417,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1D_20191111.txt
2418,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1_20190618.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF1_20190618.txt
2419,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF2_20190905.txt
2420,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_GF6_20191021.txt
2421,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\743_ZY302_20190703.txt
2422,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1B_20190516.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1B_20190516.txt
2423,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1C_20190730.txt
2424,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1D_20190302.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1D_20190302.txt
2425,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF1_20190924.txt
2426,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF2_20190529.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF2_20190529.txt
2427,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF6_20191205.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_GF6_20191205.txt
2428,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\745_ZY302_20191005.txt
2429,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1B_20190504.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1B_20190504.txt
2430,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1C_20190415.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1C_20190415.txt
2431,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1D_20191111.txt
2432,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1_20190908.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF1_20190908.txt
2433,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF2_20190326.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF2_20190326.txt
2434,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF6_20191021.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_GF6_20191021.txt
2435,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\746_ZY302_20190703.txt
2436,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1B_20190704.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1B_20190704.txt
2437,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1C_20190701.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1C_20190701.txt
2438,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1D_20190906.txt
2439,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF1_20191112.txt
2440,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF2_20190311.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF2_20190311.txt
2441,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF6_20190624.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_GF6_20190624.txt
2442,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\751_ZY302_20191015.txt
2443,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1B_20181007.txt
2444,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1C_20190730.txt
2445,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1D_20190902.txt
2446,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF1_20190928.txt
2447,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF2_20190831.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF2_20190831.txt
2448,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_GF6_20190926.txt
2449,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\766_ZY302_20191005.txt
2450,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1B_20181007.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1B_20181007.txt
2451,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1C_20190730.txt
2452,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1D_20190902.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1D_20190902.txt
2453,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1_20190928.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF1_20190928.txt
2454,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF2_20190831.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF2_20190831.txt
2455,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_GF6_20190926.txt
2456,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_ZY302_20190216.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\771_ZY302_20190216.txt
2457,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF1D_20191201.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF1D_20191201.txt
2458,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF2_20190831.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF2_20190831.txt
2459,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF6_20190926.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_GF6_20190926.txt
2460,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_ZY302_20191005.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\778_ZY302_20191005.txt
2461,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1B_20190924.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1B_20190924.txt
2462,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1C_20190921.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1C_20190921.txt
2463,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1D_20191115.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1D_20191115.txt
2464,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1_20190227.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF1_20190227.txt
2465,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF2_20191118.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF2_20191118.txt
2466,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF6_20191025.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_GF6_20191025.txt
2467,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_ZY302_20190925.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\781_ZY302_20190925.txt
2468,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1B_20190430.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1B_20190430.txt
2469,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1D_20191111.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1D_20191111.txt
2470,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1_20191121.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF1_20191121.txt
2471,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF2_20190905.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF2_20190905.txt
2472,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF6_20190731.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_GF6_20190731.txt
2473,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_ZY302_20190703.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\784_ZY302_20190703.txt
2474,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1B_20190814.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1B_20190814.txt
2475,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1C_20191109.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1C_20191109.txt
2476,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1_20191112.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF1_20191112.txt
2477,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF2_20190821.txt
2478,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF6_20190624.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_GF6_20190624.txt
2479,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_ZY302_20191015.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\787_ZY302_20191015.txt
2480,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\790_GF1B_20190916.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\790_GF1B_20190916.txt
2481,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\790_GF1C_20190305.tiff,F:\DataSet\WKK\sample_wkk_hb2_BeiHang\8Bit\790_GF1C_20190305.txt
